ID,Organization Name,Contact Person,Email,Phone,Addr 1,Addr 2,City,State,Zip,URL,Internal Only,Database Versions Supported,Application Versions Supported,BAS Offshore Assignee,Active,Is Hosted,Note
429,Gulf Oil LP Help Desk,,,,100 Crossing Blvd,"Framingham, MA 01702",,,,gulfoil.com,TRUE,,,,1,Fully,This is a sub organization from Gulf Oil to support general user segregation from IT users and assoc
430,Gryphon Networks Corp,,,,,,Boston,MA,,gryphonnetworks.com,TRUE,,,,1,Fully,
432,HDI Solutions,David Philpott,david.philpott@hdisolutions.com,334-466-3089,1550 Pumphrey Avenue,,Auburn,AL,36832,www.hdisolutions.com,TRUE,,,,1,Fully,
433,Life Care Services,Marc Gaber,gabermarc@lcsnet.com,515-875-4576,400 Locust Street,Suite 820,Des Moines,IA,50309,lcsnet.com,TRUE,,,,1,Fully,
434,Rochester Electronics,,,,,,,,,rocelec.com,TRUE,,,,0,No,
435,Brewster Home Fashions,,,,,,,,,brewp.com,TRUE,,,,1,No,
436,Mason Companies Inc.,Peter Misurek,pmisurek@masoncompaniesinc.com,715-723-1871,,,,,,masoncompaniesinc.com,TRUE,,,,1,No,765605
437,Incyte Corporation,Steve Lerner,slerner@incyte.com,855-446-2983,1801 Augustine Cut-off,,Wilmington,DE,19803,incyte.com,TRUE,,,,1,Partially,
438,Frisbie Memorial Hospital,,,,,,,,,FMHospital.com,TRUE,,,,1,No,
439,TripAdvisor,Daniel Rashba,drashba@tripadvisor.com,,,,,,,https://www.tripadvisor.com/,TRUE,,,,1,No,
440,Docupace Technologies,Maksym Gryevtsov,maksymg@docupace.com,424-901-0638,,,,,,www.docupace.com,TRUE,,,,1,No,
441,Endeavor Robotics,David Fullerton,dfullerton@endeavorrobotics.com,,,,,,,http://endeavorrobotics.com/,TRUE,,,,1,Partially,
442,Iverify,,,,,,,,,iverify.net,TRUE,,,,1,Fully,
443,Ateeco Inc,,,,,,,,,http://www.pierogies.com,TRUE,,,,1,,
444,Banks Holdings Limited,,,,,,,,,http://www.thebhlgroup.com,TRUE,,,,1,,
445,Butler Supply,,,,,,,,,https://www.butlersupply.com,TRUE,,,,1,,
446,BWAY Corporation,,,,,,,,,http://www.bwaycorp.com,TRUE,,,,1,,
447,Customer Contact Services,,,,,,,,,yourccsteam.com,TRUE,,,,0,,
448,Checkview,,,,,,,,,http://www.checkview.com,TRUE,,,,1,,
450,Dominion Resources Services Inc,,,,,,,,,http://www.dom.com,TRUE,,,,1,,
451,Dorman Products Enterprise,,,,,,,,,http://www.dormanproducts.com,TRUE,,,,1,,
452,DuPont Teijin Films UK Ltd,,,,,,,,,http://www.usa.dupont.com,TRUE,,,,1,,
453,Dyno Nobel,,,,,,,,,http://www.am.dynonobel.com,TRUE,,,,1,,
454,Harman,,,,,,,,,http://www.harman.com,TRUE,,,,1,,
456,Moksha8,,,,,,,,,http://www.moksha8.com,TRUE,,,,1,,
457,MPNA FTI North America,,,,,,,,,http://www.meetingpointnorthamerica.com,TRUE,,,,1,,
459,Natural Organics Inc,,,,,,,,,http://www.naturesplus.com,TRUE,,,,1,,
460,OraSure Technologies,,,,,,,,,http://www.orasure.com,TRUE,,,,1,,
461,Penco Products Inc,,,,,,,,,http://www.pencoproducts.com,TRUE,,,,1,,
462,Columbia University Medical Center,David Blatt,djb2188@cumc.columbia.edu,,,,,,,cumc.columbia.edu,TRUE,,,,1,No,
463,Eaton,,,,,,,,,http://www.eaton.com,TRUE,,,,1,,
464,Clear Process Solutions,,,,,,,,,http://www.clearprocesssolutions.com/,TRUE,,,,1,,
465,Winshuttle,,,,,,,,,http://www.winshuttle.com,TRUE,,,,1,,
466,Life Is Good,,,,,,,,,http://www.lifeisgood.com/,TRUE,,,,1,,
467,Cambridge Isotope Laboratories,,,,,,,,,www.isotope.com,TRUE,,,,1,,
468,Raleigh-Durham Airport Authority,,,,,,,,,www.rdu.com,TRUE,,,asundaram,1,Partially,
469,Seaman Corporation,,,,,,,,,www.seamancorp.com,TRUE,,,,1,,
470,UHY Advisors,,,(713) 960-1706,,,,,,http://www.uhy-us.com/,TRUE,,,,1,,828744
471,Popeyes Louisiana Kitchen,John Lukas,John.Lukas@Popeyes.com,404.459.4450 400,"400 Perimeter Center Terrace Atlanta, GA 30346",,,,,http://www.popeyes.com,TRUE,,,,0,,"828,888,985,608"
472,Adhesives Research,George Evans,gevans@arglobal.com,717.235.7979 X 3301,"400 Seaks Run Road, Glen Rock, PA 17327",,,,,www.adhesivesresearch.com,TRUE,,,,1,,835110
473,Endeavor Robotics Help Desk,,,,,,,,,www.endeavorrobotics.com,TRUE,,,,1,,
474,Freight Handlers Inc,Suzanne Judy,Suzanne.judy@fhiworks.com,,310 North Judd Parkway NE,"Faquay-Varina, NC 27526",,,,http://fhiworks.com/,TRUE,,,,1,,848588
475,Liqui-Box,Dale Hanshaw,dhanshaw@liquibox.com,614-543-8601,"480 Schrock Rd, Unit G Worthington, OH 43229",,,,,http://www.liquibox.com/,TRUE,,,asundaram,1,,849887
476,Century Aluminium,Micheal Morris,Micheal.morris@centuryaluminum.com,312.696.3101,"One South Wacker Drive, Suite 1000, Chicago, IL 60",,,,,http://centuryaluminum.com/,TRUE,,,,1,,851014
477,ABIM,,,,,,,,,www.abim.org,TRUE,,,,1,,
478,Aeris,,,,,,,,,www.aeris.net,TRUE,,,,1,,
479,Akron Beacon Journal,,,,,,,,,www.thebeaconjournal.com,TRUE,,,,1,,
480,Aravo,,,,,,,,,www.aravo.com,TRUE,,,,1,,
481,Ascent,,,,,,,,,www.ascent.com,TRUE,,,,1,,
482,Autodesk,,,,,,,,,www.autodesk.com,TRUE,,,,1,,
483,BullsEye,,,,,,,,,www.bullseyetelecom.com,TRUE,,,,1,,
484,Catbird,,,,,,,,,www.catbird.com,TRUE,,,,0,,
485,Cirrus Aircraft,,,,,,,,,www.cirrusaircraft.com,TRUE,,,,1,,
486,Codexis,,,,,,,,,www.codexis.com,TRUE,,,,1,,
488,Dicerna,,,,,,,,,www.dicerna.com,TRUE,,,,1,,
489,Doc-tor.com,,,,,,,,,www.doc-tor.com,TRUE,,,,1,,
490,Distribution Publications Inc,,,,,,,,,www.dpiusa.com,TRUE,,,,1,,
491,ETM Electromatic,,,,,,,,,www.etm-inc.com,TRUE,,,,1,,
492,Everbridge,,,,,,,,,www.everbridge.com,TRUE,,,,1,,
493,Factset,,,,,,,,,www.factset.com,TRUE,,,,1,,
494,Glovis Alabama,,,,,,,,,www.glovisala.com,TRUE,,,,1,,
495,Grand Junction,,,,,,,,,www.grandjunctioninc.com,TRUE,,,,1,,
496,Hargray,,,,,,,,,www.htc.hargray.com,TRUE,,,,1,,
497,IndustrySafe,,,,,,,,,www.industrysafe.com,TRUE,,,,1,,
498,InkFrog,,,,,,,,,www.inkfrog.com,TRUE,,,,1,,
499,Wunderman,,,,,,,,,www.KBMG.COM,TRUE,,,,1,,
500,Keystone Electronics,,,,,,,,,www.keyelco.com,TRUE,,,,1,,
501,LION,,,,,,,,,www.lionmts.com,TRUE,,,,1,,
502,Liquid Medium,,,,,,,,,www.cdicorp.com,TRUE,,,,1,,
503,Logic One Communications,,,,,,,,,www.logic.bm,TRUE,,,,1,,
504,MCH Strategic Data,,,,,,,,,www.mchdata.com,TRUE,,,,1,,
505,Digital First Media News,,,,,,,,,www.bayareanewsgroup.com,TRUE,,,,1,,
506,Metabolon,,,,,,,,,www.metabolon.com,TRUE,,,,1,,
507,Mortara,,,,,,,,,www.mortara.com,TRUE,,,,1,,
508,Noosh,,,,,,,,,www.noosh.com,TRUE,,,,1,,
509,Operating Engineers Funds Inc,,,,,,,,,www.oefi.org,TRUE,,,,1,,
510,OFS Brands,,,,,,,,,www.ofsbrands.com,TRUE,,,,1,,
511,Pan-O-Gold,,,,,,,,,www.panogold.com,TRUE,,,,0,,971904
512,PartyLIte,,,,,,,,,www.partylite.com,TRUE,,,,1,,
513,PHI,,,,,,,,,www.phihelico.com,TRUE,,,,0,,
514,Philadelphia Insurance,,,,,,,,,www.tmnas.com,TRUE,,,,1,,
515,Pixar,,,,,,,,,www.pixar.com,TRUE,,,,1,,
516,Playboy,,,,,,,,,www.playboyplus.com,TRUE,,,,1,,
517,ResCap Liquidating Trust,,,,,,,,,www.rescapestate.com,TRUE,,,,1,,
518,Scantron,,,,,,,,,www.scantron.com,TRUE,,,,1,,
519,Scrapware,,,,,,,,,www.scrapware.com,TRUE,,,,1,,
520,SDN Communications,,,,,,,,,www.sdncommunications.com,TRUE,,,,1,,
521,Sephora,,,,,,,,,www.sephora.com,TRUE,,,,1,,
522,Solis Law,,,,,,,,,www.manuelsolis.com,TRUE,,,,1,,
523,SV Probe,,,,,,,,,www.svprobe.com,TRUE,,,,1,,
524,BioClinica,,,,,,,,,www.bioclinica.com,TRUE,,,,1,,
525,Xtime,,,,,,,,,www.xtime.com,TRUE,,,,1,,
526,YBP GOBI Library Solutions,,,,,,,,,gobi.ebsco.com,TRUE,,,,1,,
527,Realogy ZapLabs,,,,,,,,,www.zaplabs.com,TRUE,,,,1,,
528,Stratix Corporation,Chris Kotoski,,678-992-7743,4920 Avalon Ridge Parkway,,Norcross,GA,30071,www.stratixcorp.com,TRUE,,,,1,,
529,WH Administrators,Gil Veney,gveney@whadminstrators.com,301-703-9699,2 Bethesda Metro Center,,Bethesda,MD,20814,www.whadministrators.com,TRUE,,,,0,,"867,039,990,464"
530,Pferd,,,(262) 255-3200,9201 W Heather Ave Milwaukee,WI 53224,,,,http://www.pferdusa.com/,TRUE,,,,1,,878457
531,Global Blood Therapeutics,Mr. Paul Turner,pturner@globalbloodtx.com,800-776-6373,"400 East Jamie Court, Suite 901",,South San Francisco,CA,94080,http://www.globalbloodtx.com/,TRUE,,,,1,,877843
532,Smiths Microwave,Gregg Prescott,gregg.prescott@tppgs.com,617.823.1491,,,,,,https://www.smithsinterconnect.com/,TRUE,,,,1,,877841
533,Paychex,,,,,,,,,www.paychex.com,TRUE,,,,1,,881981
534,Yanmar,Peter Hirschel,Managing Director,,Kraftwerkstrasse 4 74564 Crailsheim,,,,,https://www.yanmar.com,TRUE,,,,1,,884880
535,Ultra Electronics,,,,115 Bay State Drive,,Braintree,MA,2184,http://www.ultra-os.com,TRUE,,,,1,,887684
536,Real Industry Inc,Gaylord Seeman,Gaylord.Seemann@realalloy.com,,,,Cleveland,OH,,realalloy.com,TRUE,,,ajbajpai,1,Fully,
537,InsureZone,"John Pergande, CEO",jpergande@insurezone.com,817-704-2240,,,,,,www.insurezone.com,TRUE,,,,1,,897518
538,Gryphon Networks Help Desk,,,,,,,,,gryphonnetworks.com,TRUE,,,,1,,900741 901857
539,Yamana Gold Inc,,,,,,,,,http://www.yamana.com,TRUE,,,,1,,909945
540,Davita,,,,,,,,,davita.com,TRUE,,,,1,,
541,Appriss,Tom Beard,tbeard@apprisshealth.com,334-704-3973,,,,,,www.appriss.com,TRUE,,,,1,Fully,
542,Deere-Hitachi,,,,"1000,Deere-Hitachi Road, KernersVille, NC, USA",,KernersVille,NC,27284,www.dhkernersville.com,TRUE,,,,1,,929341
543,Interval ILG Inc.,,,,"6262, Sunset Drive, Miami, FLA, Hugo Condo",,,,,www.intervalworld.com,TRUE,,,,1,,934282
544,CSS Impact,,,,,,,,,cssimpact.com,TRUE,,,,1,,
545,PSA Airlines,JC Bertolini,,,,,,,,http://www.psaairlines.com/,TRUE,,,,1,,951741
546,Garden of Life,David Carlson,DCarlson@Forsythe.com,847.600.4114,7770 Frontage Rd.,,Skokie,IL,60077,https://www.gardenoflife.com,TRUE,,,,1,,"TRI25329, 959145"
547,Monarch Cement,Tony Kasten,tony.kasten@monarchcement.com,620-473-2222 (EXT. 159),449 1200th St.,,Humboldt,KS,66748,http://www.monarchcement.com/,TRUE,,,,1,,"959158, TRI25526"
548,Market Track,Brian Stratman,bstratman@markettrack.com,,"312.386.5744 233 S. Wacker Drive, Suite 2105",,"Chicago,",IL,60606,http://www.markettrack.com,TRUE,,,,1,,994284
549,Cascade Pacific Pulp LLC,Bruce Brown,broce.brown@igic.com,,,,,,,http://www.cascadepulp.com,TRUE,,,,1,,"994604, 994599"
550,Zoom Systems,"Matthew Glerum, President & CEO",,,"255 California Street, Suite 200",,San Francisco,CA,94111,http://www.zoomsystems.com/,TRUE,,,,1,,1012345
551,Hope Global,tferrucci@hopeglobal.com,,401-333-8990 x844,"Hope Global, 50 Main Street",,Cumberland,RI,2864,http://www.hopeglobal.com/,TRUE,,,,1,,1028433
552,UAW Retiree Medical Benefits Trust,,,,,,,,,http://www.uawtrust.org/,TRUE,,,,1,,1032704
553,Coinstar,,,,,,,,,https://www.coinstar.com/,TRUE,,,,1,,TRI25769 - 1033859
554,Exact Cloud Development,,,,,,,,,www.exact.com,TRUE,,,,1,,1059563 - TRI25946
555,Community Reach Center,,,,,,,,,https://www.communityreachcenter.org,TRUE,,,,1,,1066599
556,Medecision,,,,,,,,,https://www.medecision.com/,TRUE,,,,1,,1068435
557,J Crew,,,,,,,,,https://www.jcrew.com,TRUE,,,,1,,"1076263, SF3655858"
558,Coveris,Bob Border,Chief Information Officer,,8600 W. Bryn Mawr Avenue Suite 800N,,Chicago,IL,60631,http://www.coveris.com/,TRUE,,,,1,,1082119
559,Philips Color Kinetics,Rob Lawrence,rob.lawrence@philips.com,,,,,,,http://www.philips.com,TRUE,,,,1,,1085088 - SF3746124
560,Hallmark Financial,Tarek Timol,ttimol@hallmarkgrp.com,,"777 Main Street, Suite 1000",,Fort Worth,TX,76102,http://www.hallmarkgrp.com/,TRUE,,,,1,,1088838
561,Trading Point,,,,,,,,,https://www.trading-point.com/,TRUE,,,,1,,1090297
562,Shark Ninja,,,,,,,,,https://www.sharkninja.com/,TRUE,,,,1,,"1111527, TRI25652"
563,Imagine Communications,,,,,,,,,www.imaginecommunications.com,TRUE,,,,1,,1116519
564,ReachLocal,,,,,,,,,https://www.reachlocal.com/,TRUE,,,sukumar,1,,1114224
565,MetOcean,,,,,,,,,https://www.metocean.com/,TRUE,,,,1,,1119926
566,Elad Group,,,,,,,,,www.eladgroup.com,TRUE,,,,1,,1121961
